neighborhood,id_existing,id_new,match,username,time
,DE94D_gov_30316,DE94D_msft_40013,yes,flo,2025-05-06T12:46:20.006
,DE94F_gov_89763,DE94F_osm_12065,yes,flo,2025-05-06T12:46:21.357
,DEA33_gov_124602,DEA33_msft_2057,yes,flo,2025-05-06T12:46:22.887
,DEA33_gov_30499,DEA33_msft_46362,yes,flo,2025-05-06T12:46:25.408
,DEA47_gov_120552,DEA47_osm_5518,yes,flo,2025-05-06T12:46:27.471
,DED51_gov_25974,DED51_msft_6596,yes,flo,2025-05-06T12:46:31.598
,DEE07_gov_63474,DEE07_msft_46053,yes,flo,2025-05-06T12:46:52.926
,DEF0F_osm_29397,DEF0F_msft_2194,yes,flo,2025-05-06T12:46:54.821
,DEG07_gov_40461,DEG07_msft_34263,yes,flo,2025-05-06T12:46:56.084
,DEG0M_gov_83998,DEG0M_msft_19199,yes,flo,2025-05-06T12:46:58.796
,DK032_osm_469888,DK032_msft_451960,yes,flo,2025-05-06T12:47:00.412
,DK041_gov_412349,DK041_msft_266334,yes,flo,2025-05-06T12:47:09.632
,ES418_osm_35900,ES418_msft_13766,no,flo,2025-05-06T12:47:15.762
,FI1D1_gov_187695,FI1D1_msft_118363,yes,flo,2025-05-06T12:47:18.918
,FRF23_gov_135786,FRF23_msft_26278,yes,flo,2025-05-06T12:47:20.584
,FRI13_gov_256877,FRI13_msft_293890,yes,flo,2025-05-06T12:47:29.592
,FRJ13_gov_702999,FRJ13_osm_282300,yes,flo,2025-05-06T12:47:31.512
,FRL03_gov_458531,FRL03_osm_448184,yes,flo,2025-05-06T12:47:36.160
,FRL06_gov_226595,FRL06_osm_50693,yes,flo,2025-05-06T12:47:40.693
,FRM02_gov_123698,FRM02_msft_21408,yes,flo,2025-05-06T12:47:41.917
,ITC34_gov_65152,ITC34_msft_29798,yes,flo,2025-05-06T12:47:43.397
,ITC43_osm_18070,ITC43_msft_22631,yes,flo,2025-05-06T12:47:44.678
,ITC4C_gov_280411,ITC4C_msft_217933,yes,flo,2025-05-06T12:47:48.685
,ITI42_gov_47133,ITI42_msft_22315,yes,flo,2025-05-06T12:47:49.823
,ITI44_gov_21769,ITI44_osm_78045,yes,flo,2025-05-06T12:47:50.960
,NL133_gov_82808,NL133_osm_75181,yes,flo,2025-05-06T12:47:54.470
,NL341_gov_85977,NL341_osm_71928,yes,flo,2025-05-06T12:47:56.178
,PL219_gov_107813,PL219_osm_95813,yes,flo,2025-05-06T12:47:57.503
,PL219_gov_18250,PL219_osm_78348,yes,flo,2025-05-06T12:47:59.263
,PL219_gov_5420,PL219_osm_160982,yes,flo,2025-05-06T12:48:05.722
,PL418_gov_101268,PL418_osm_118640,yes,flo,2025-05-06T12:48:08.504
,PL516_gov_36280,PL516_osm_52592,yes,flo,2025-05-06T12:48:20.739
,DE80M_gov_16959,DE80M_osm_44096,no,mira,2025-05-06T12:48:24.246
,PL636_osm_40087,PL636_msft_95188,yes,flo,2025-05-06T12:48:28.110
,PL637_gov_68003,PL637_osm_86130,yes,flo,2025-05-06T12:48:32.687
,PL722_gov_32321,PL722_msft_39883,yes,flo,2025-05-06T12:48:34.187
,PL824_gov_4921,PL824_msft_8449,yes,flo,2025-05-06T12:48:35.259
,PL824_gov_63087,PL824_msft_88708,no,flo,2025-05-06T12:48:37.953
,PL841_osm_127986,PL841_msft_147987,yes,flo,2025-05-06T12:48:48.377
,PT185_osm_43950,PT185_msft_132235,yes,flo,2025-05-06T12:49:12.362
,SE124_osm_30695,SE124_msft_40487,unsure,flo,2025-05-06T12:49:24.569
,SI034_osm_35508,SI034_msft_60724,yes,flo,2025-05-06T12:49:28.966
,PL637_gov_68003,PL637_osm_86130,no,mira,2025-05-06T12:49:37.256
,SI034_osm_75919,SI034_msft_2078,unsure,flo,2025-05-06T12:49:41.687
,UKD45_osm_46277,UKD45_msft_85078,yes,flo,2025-05-06T12:49:48.993
,UKM84_osm_34132,UKM84_msft_52026,yes,flo,2025-05-06T12:49:50.420
,SE124_osm_30695,SE124_msft_40487,no,mira,2025-05-06T12:49:56.057
,ITF47_osm_17510,ITF47_msft_21857,yes,flo,2025-05-06T12:50:02.730
,SI034_osm_75919,SI034_msft_2078,yes,mira,2025-05-06T12:50:06.202
,ITF34_osm_27293,ITF34_msft_149781,yes,flo,2025-05-06T12:50:07.270
,ITG27_gov_42108,ITG27_msft_166652,yes,flo,2025-05-06T12:50:12.239
,ITI16_gov_53392,ITI16_osm_19957,unsure,flo,2025-05-06T12:50:15.084
,SE332_osm_106452,SE332_msft_313369,yes,flo,2025-05-06T12:50:16.798
,PL722_gov_182349,PL722_msft_221238,yes,flo,2025-05-06T12:50:20.556
,EE001_gov_150484,EE001_osm_178456,yes,flo,2025-05-06T12:50:22.012
,DEG07_gov_48719,DEG07_msft_5640,yes,flo,2025-05-06T12:50:23.676
,LV003_osm_116904,LV003_msft_119975,yes,flo,2025-05-06T12:50:25.110
,AT226_osm_69507,AT226_msft_55307,yes,flo,2025-05-06T12:50:26.999
,BE232_gov_146802,BE232_msft_41545,no,flo,2025-05-06T12:50:58.725
,DE212_osm_34231,DE212_msft_80705,yes,flo,2025-05-06T12:51:02.004
,SE124_osm_23216,SE124_msft_53853,unsure,flo,2025-05-06T12:51:05.513
,ITF34_osm_27293,ITF34_msft_149781,yes,mira,2025-05-06T12:51:05.611
,CZ080_osm_317234,CZ080_msft_36498,unsure,flo,2025-05-06T12:52:23.085
,SI044_gov_5387,SI044_osm_2365,yes,flo,2025-05-06T12:52:26.283
,FRI34_gov_330573,FRI34_osm_344432,yes,flo,2025-05-06T12:52:30.396
,DEG03_gov_36636,DEG03_osm_11230,yes,flo,2025-05-06T12:52:32.122
,DE273_osm_2081,DE273_msft_8421,yes,flo,2025-05-06T12:52:35.570
,AT226_osm_69507,AT226_msft_55307,yes,mira,2025-05-06T12:52:36.627
,ITI44_gov_49206,ITI44_osm_31321,yes,flo,2025-05-06T12:52:37.086
,DEA31_gov_61560,DEA31_osm_46669,yes,flo,2025-05-06T12:52:38.738
,BE232_gov_4398,BE232_msft_66943,yes,flo,2025-05-06T12:52:43.047
,PL516_gov_73793,PL516_osm_109549,unsure,flo,2025-05-06T12:52:52.269
,FI1D7_osm_335,FI1D7_msft_68189,yes,flo,2025-05-06T12:52:58.100
,FRM02_gov_141551,FRM02_msft_36633,yes,flo,2025-05-06T12:53:00.008
,FRI34_gov_345358,FRI34_osm_134847,yes,flo,2025-05-06T12:53:02.806
,DE947_gov_173638,DE947_osm_61875,yes,flo,2025-05-06T12:53:06.514
,DEF0F_osm_80733,DEF0F_msft_87533,yes,flo,2025-05-06T12:53:09.900
,CH054_gov_14014,CH054_msft_4299,yes,flo,2025-05-06T12:53:11.763
,DE948_gov_116736,DE948_msft_45531,yes,flo,2025-05-06T12:53:13.793
,EL411_osm_23416,EL411_msft_110742,yes,flo,2025-05-06T12:53:14.944
,DE40D_gov_53163,DE40D_osm_14801,yes,flo,2025-05-06T12:53:17.004
,BE232_gov_146802,BE232_msft_41545,unsure,mira,2025-05-06T12:53:17.574
,FI1D8_gov_80959,FI1D8_msft_60401,yes,flo,2025-05-06T12:53:18.650
,BE232_gov_4398,BE232_msft_66943,yes,mira,2025-05-06T12:53:24.325
,CH054_gov_14014,CH054_msft_4299,yes,mira,2025-05-06T12:53:32.150
,ITI16_gov_11222,ITI16_osm_64111,yes,flo,2025-05-06T12:53:32.264
,FI1D8_gov_24155,FI1D8_msft_19283,yes,flo,2025-05-06T12:53:35.794
,LT022_gov_310868,LT022_osm_288244,no,flo,2025-05-06T12:53:57.511
,DE245_osm_12921,DE245_msft_9008,yes,flo,2025-05-06T12:54:00.764
,PL637_gov_12771,PL637_osm_92377,yes,flo,2025-05-06T12:54:02.753
,PT185_osm_52272,PT185_msft_98284,yes,flo,2025-05-06T12:54:10.184
,DE212_osm_34231,DE212_msft_80705,yes,mira,2025-05-06T12:54:10.540
,DEE07_gov_88782,DEE07_msft_69374,yes,flo,2025-05-06T12:54:12.282
,BE232_gov_114997,BE232_msft_32586,yes,flo,2025-05-06T12:54:13.850
,DEG03_gov_29059,DEG03_osm_11430,yes,flo,2025-05-06T12:54:15.467
,NL341_gov_79138,NL341_osm_71534,yes,flo,2025-05-06T12:54:17.594
,DE245_osm_12921,DE245_msft_9008,yes,mira,2025-05-06T12:54:18.821
,DE94F_gov_117755,DE94F_osm_34913,yes,flo,2025-05-06T12:54:18.960
,BE232_gov_114997,BE232_msft_32586,yes,mira,2025-05-06T12:54:23.572
,NL133_gov_70737,NL133_osm_74808,yes,flo,2025-05-06T12:54:27.591
,FRL05_gov_702228,FRL05_osm_421868,yes,flo,2025-05-06T12:54:28.804
,PL418_gov_206522,PL418_osm_38775,yes,flo,2025-05-06T12:54:30.005
,ITC4C_gov_413365,ITC4C_msft_191860,yes,flo,2025-05-06T12:54:31.225
,EE001_gov_55742,EE001_osm_55532,yes,flo,2025-05-06T12:54:32.334
,DE273_osm_2081,DE273_msft_8421,yes,mira,2025-05-06T12:54:32.710
,DE40D_gov_53163,DE40D_osm_14801,yes,mira,2025-05-06T12:54:37.462
,DK032_osm_340648,DK032_msft_305929,no,flo,2025-05-06T12:54:44.227
,PL636_osm_43099,PL636_msft_76030,yes,flo,2025-05-06T12:54:45.845
,DEF08_osm_106186,DEF08_msft_111311,no,flo,2025-05-06T12:54:47.572
,EL651_osm_12883,EL651_msft_118589,yes,flo,2025-05-06T12:54:50.210
,PL926_gov_141356,PL926_msft_154855,yes,flo,2025-05-06T12:54:51.467
,FRJ13_gov_309659,FRJ13_osm_179446,yes,flo,2025-05-06T12:54:53.321
,FI1D1_gov_18748,FI1D1_msft_15101,yes,flo,2025-05-06T12:54:54.755
,DE947_gov_173638,DE947_osm_61875,yes,mira,2025-05-06T12:54:57.134
,DE948_gov_116736,DE948_msft_45531,yes,mira,2025-05-06T12:55:00.638
,DE94F_gov_117755,DE94F_osm_34913,yes,mira,2025-05-06T12:55:04.284
,DE26B_osm_77614,DE26B_msft_658,no,flo,2025-05-06T12:55:06.496
,DEA31_gov_61560,DEA31_osm_46669,yes,mira,2025-05-06T12:55:07.909
,EL651_osm_11277,EL651_msft_17832,yes,flo,2025-05-06T12:55:15.680
,FRE12_gov_1076899,FRE12_msft_431564,yes,flo,2025-05-06T12:55:16.974
,PL515_osm_189757,PL515_msft_48837,yes,flo,2025-05-06T12:55:19.136
,SK031_gov_31087,SK031_msft_227111,yes,flo,2025-05-06T12:55:20.970
,DE218_osm_50462,DE218_msft_2720,yes,flo,2025-05-06T12:55:22.784
,PT185_osm_37836,PT185_msft_111726,yes,flo,2025-05-06T12:55:23.922
,BG424_osm_3009,BG424_msft_14680,unsure,flo,2025-05-06T12:55:28.189
,BE232_gov_61547,BE232_msft_89196,yes,flo,2025-05-06T12:55:29.685
,DED53_gov_79411,DED53_osm_105451,yes,flo,2025-05-06T12:55:31.662
,FRL06_gov_448819,FRL06_osm_320454,yes,flo,2025-05-06T12:55:32.972
,ITF51_gov_28986,ITF51_msft_14398,yes,flo,2025-05-06T12:55:34.154
,DE712_osm_115789,DE712_msft_33925,yes,flo,2025-05-06T12:55:35.437
,DE245_osm_83247,DE245_msft_66980,yes,flo,2025-05-06T12:55:38.757
,DE94F_gov_136332,DE94F_osm_8199,yes,flo,2025-05-06T12:55:39.990
,DEA52_gov_152953,DEA52_osm_122626,yes,flo,2025-05-06T12:55:41.403
,ITC43_osm_23408,ITC43_msft_28992,yes,flo,2025-05-06T12:55:43.433
,DE407_gov_128815,DE407_osm_95150,yes,flo,2025-05-06T12:55:45.313
,DE26B_osm_77614,DE26B_msft_658,no,mira,2025-05-06T12:55:52.406
,FRF23_gov_14228,FRF23_msft_65438,unsure,flo,2025-05-06T12:55:54.260
,BE232_gov_61547,BE232_msft_89196,yes,mira,2025-05-06T12:55:55.626
,ITI16_gov_34285,ITI16_osm_90537,yes,flo,2025-05-06T12:56:03.992
,DE218_osm_50462,DE218_msft_2720,yes,mira,2025-05-06T12:56:04.233
,ITI16_gov_67847,ITI16_osm_84842,yes,flo,2025-05-06T12:56:13.172
,DE93B_gov_69476,DE93B_msft_3347,yes,flo,2025-05-06T12:56:15.153
,DE245_osm_83247,DE245_msft_66980,yes,mira,2025-05-06T12:56:24.946
,DE407_gov_128815,DE407_osm_95150,yes,mira,2025-05-06T12:56:31.824
,ITH56_gov_89186,ITH56_msft_23252,no,flo,2025-05-06T12:56:39.559
,EL411_osm_16657,EL411_msft_89285,yes,flo,2025-05-06T12:56:42.505
,LT029_gov_145024,LT029_msft_156311,yes,flo,2025-05-06T12:56:46.158
,DE948_gov_111889,DE948_msft_50063,no,flo,2025-05-06T12:56:49.401
,BG424_osm_3154,BG424_msft_16960,unsure,flo,2025-05-06T12:56:53.822
,BE241_gov_200111,BE241_osm_80041,yes,flo,2025-05-06T12:56:56.198
,DE80M_gov_4534,DE80M_osm_53957,yes,flo,2025-05-06T12:56:57.476
,DE712_osm_115789,DE712_msft_33925,yes,mira,2025-05-06T12:56:57.768
,ITH56_gov_43913,ITH56_msft_129650,yes,flo,2025-05-06T12:56:59.163
,NL133_gov_35552,NL133_osm_46956,yes,flo,2025-05-06T12:57:02.609
,BE241_gov_200111,BE241_osm_80041,yes,mira,2025-05-06T12:57:03.330
,DEA31_gov_31857,DEA31_osm_14280,yes,flo,2025-05-06T12:57:04.741
,EE001_gov_107346,EE001_osm_130109,unsure,flo,2025-05-06T12:57:09.859
,DE218_osm_26253,DE218_msft_29114,yes,flo,2025-05-06T12:57:12.409
,FRI34_gov_300786,FRI34_osm_496822,yes,flo,2025-05-06T12:57:13.635
,DE80M_gov_4534,DE80M_osm_53957,yes,mira,2025-05-06T12:57:21.139
,NL111_gov_87678,NL111_msft_66162,yes,flo,2025-05-06T12:57:25.347
,DE913_gov_48269,DE913_osm_25001,yes,flo,2025-05-06T12:57:27.772
,PL228_gov_49410,PL228_osm_61152,yes,flo,2025-05-06T12:57:29.985
,DE40D_gov_9560,DE40D_osm_66871,unsure,flo,2025-05-06T12:57:46.715
,ITC43_osm_14533,ITC43_msft_19249,yes,flo,2025-05-06T12:57:48.049
,LT022_gov_68738,LT022_osm_72300,no,flo,2025-05-06T12:58:05.647
,DE944_gov_69235,DE944_msft_21130,yes,flo,2025-05-06T12:58:07.294
,DE218_osm_26253,DE218_msft_29114,yes,mira,2025-05-06T12:58:12.309
,AT226_osm_39111,AT226_msft_31509,yes,flo,2025-05-06T12:58:12.710
,SK031_gov_154711,SK031_msft_312879,yes,flo,2025-05-06T12:58:13.983
,DE913_gov_48269,DE913_osm_25001,yes,mira,2025-05-06T12:58:15.428
,DEA2D_gov_109482,DEA2D_msft_101474,yes,flo,2025-05-06T12:58:16.309
,PL432_osm_62605,PL432_msft_10826,no,flo,2025-05-06T12:58:19.679
,DE948_gov_119599,DE948_msft_58624,yes,flo,2025-05-06T12:58:23.060
,RO226_osm_3719,RO226_msft_10820,yes,flo,2025-05-06T12:58:25.582
,AT226_osm_39111,AT226_msft_31509,yes,mira,2025-05-06T12:58:26.445
,ITI42_gov_30254,ITI42_msft_15016,yes,flo,2025-05-06T12:58:26.762
,RO226_osm_5235,RO226_msft_43445,yes,flo,2025-05-06T12:58:27.987
,PL432_osm_112587,PL432_msft_124356,yes,flo,2025-05-06T12:58:30.118
,DE93B_gov_69476,DE93B_msft_3347,yes,mira,2025-05-06T12:58:30.885
,FRL06_gov_321986,FRL06_osm_483104,yes,flo,2025-05-06T12:58:31.276
,ITH56_gov_145960,ITH56_msft_44284,yes,flo,2025-05-06T12:58:32.437
,LT022_gov_304112,LT022_osm_291988,no,flo,2025-05-06T12:58:34.073
,FRJ21_gov_139787,FRJ21_osm_57948,yes,flo,2025-05-06T12:58:35.822
,ITF47_osm_4233,ITF47_msft_159536,yes,flo,2025-05-06T12:58:37.953
,PL228_gov_116152,PL228_osm_138054,yes,flo,2025-05-06T12:58:39.720
,ES130_gov_136363,ES130_osm_83135,yes,flo,2025-05-06T12:58:40.861
,DE944_gov_69235,DE944_msft_21130,yes,mira,2025-05-06T12:58:41.188
,PL514_gov_51420,PL514_osm_140585,yes,flo,2025-05-06T12:58:42.030
,DE94F_gov_121180,DE94F_osm_66414,yes,flo,2025-05-06T12:58:43.490
,DE948_gov_111889,DE948_msft_50063,no,mira,2025-05-06T12:58:47.569
,EL651_osm_7427,EL651_msft_85212,unsure,flo,2025-05-06T12:58:55.595
,DK041_gov_97567,DK041_msft_73693,yes,flo,2025-05-06T12:58:59.595
,DE948_gov_119599,DE948_msft_58624,yes,mira,2025-05-06T12:58:59.661
,PL426_gov_72663,PL426_msft_120149,yes,flo,2025-05-06T12:59:00.796
,EL411_osm_20489,EL411_msft_99550,yes,flo,2025-05-06T12:59:02.349
,FRD12_gov_541511,FRD12_osm_311029,yes,flo,2025-05-06T12:59:03.682
,SI044_gov_40752,SI044_osm_16934,yes,flo,2025-05-06T12:59:06.269
,LT022_gov_111714,LT022_osm_93286,yes,flo,2025-05-06T12:59:08.052
,DE94F_gov_121180,DE94F_osm_66414,yes,mira,2025-05-06T12:59:10.878
,AT335_gov_36221,AT335_msft_25959,yes,flo,2025-05-06T12:59:16.154
,LV003_osm_30467,LV003_msft_34242,yes,flo,2025-05-06T12:59:17.315
,DE94F_gov_136332,DE94F_osm_8199,yes,mira,2025-05-06T12:59:17.682
,NL126_gov_42739,NL126_osm_28632,yes,flo,2025-05-06T12:59:18.729
,PL426_gov_86558,PL426_msft_150478,yes,flo,2025-05-06T12:59:19.937
,DE711_osm_9904,DE711_msft_5948,yes,flo,2025-05-06T12:59:24.783
,DE245_osm_77216,DE245_msft_64021,yes,flo,2025-05-06T12:59:26.621
,PL824_gov_137810,PL824_msft_191311,no,flo,2025-05-06T12:59:32.596
,ITG29_gov_40930,ITG29_osm_43555,yes,flo,2025-05-06T12:59:35.509
,FRJ13_gov_594581,FRJ13_osm_393940,yes,flo,2025-05-06T12:59:37.921
,PL432_osm_231841,PL432_msft_270257,yes,flo,2025-05-06T12:59:41.954
,FRE12_gov_978282,FRE12_msft_233813,yes,flo,2025-05-06T12:59:44.196
,PL842_gov_204433,PL842_msft_242843,unsure,flo,2025-05-06T12:59:56.604
,NL341_gov_64484,NL341_osm_62045,yes,flo,2025-05-06T13:00:06.074
,AT335_gov_36221,AT335_msft_25959,yes,mira,2025-05-06T13:00:06.114
,DE245_osm_77216,DE245_msft_64021,yes,mira,2025-05-06T13:00:12.284
,DE711_osm_9904,DE711_msft_5948,yes,mira,2025-05-06T13:00:21.305
,DEA2D_gov_109482,DEA2D_msft_101474,yes,mira,2025-05-06T13:00:24.658
,DEA31_gov_31857,DEA31_osm_14280,yes,mira,2025-05-06T13:00:27.067
,DEA52_gov_152953,DEA52_osm_122626,yes,mira,2025-05-06T13:00:33.266
,CH040_gov_85379,CH040_msft_225516,yes,flo,2025-05-06T13:00:36.754
,DED53_gov_79411,DED53_osm_105451,yes,mira,2025-05-06T13:00:37.057
,PL432_osm_182873,PL432_msft_194248,yes,flo,2025-05-06T13:00:40.425
,PL926_gov_7638,PL926_msft_13889,yes,flo,2025-05-06T13:00:43.270
,FRL01_gov_94323,FRL01_msft_23489,yes,flo,2025-05-06T13:00:44.615
,SE332_osm_20895,SE332_msft_54723,yes,flo,2025-05-06T13:00:45.844
,PL418_gov_101444,PL418_osm_121203,yes,flo,2025-05-06T13:00:47.161
,FRL06_gov_218261,FRL06_osm_214283,yes,flo,2025-05-06T13:00:48.583
,SI036_gov_58337,SI036_osm_10646,yes,flo,2025-05-06T13:00:50.017
,FRE12_gov_1032834,FRE12_msft_348302,yes,flo,2025-05-06T13:00:51.308
,ITC4A_gov_151612,ITC4A_osm_77790,yes,flo,2025-05-06T13:00:52.728
,PL515_osm_211407,PL515_msft_47464,yes,flo,2025-05-06T13:00:54.533
,BE232_gov_24764,BE232_msft_79512,yes,flo,2025-05-06T13:00:55.594
,CH040_gov_85379,CH040_msft_225516,yes,mira,2025-05-06T13:00:55.676
,FRD13_gov_321559,FRD13_msft_20198,yes,flo,2025-05-06T13:00:56.921
,DE944_gov_51272,DE944_msft_24776,yes,flo,2025-05-06T13:00:58.181
,DEB3J_osm_43148,DEB3J_msft_30023,yes,flo,2025-05-06T13:00:59.316
,BE232_gov_24764,BE232_msft_79512,yes,mira,2025-05-06T13:01:00.004
,DE127_osm_1190,DE127_msft_1033,yes,flo,2025-05-06T13:01:01.121
,DE804_gov_11099,DE804_msft_5084,unsure,flo,2025-05-06T13:01:08.193
,UKD45_osm_34673,UKD45_msft_130396,yes,flo,2025-05-06T13:01:16.199
,DEF08_osm_63351,DEF08_msft_26025,yes,flo,2025-05-06T13:01:17.613
,NL412_gov_109404,NL412_msft_104121,no,flo,2025-05-06T13:01:23.665
